# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	47152
#@/user_id	macbook
a 	啊	c=219 d=4.68748 t=47152
bu de bu shuo 	不得不說	c=1 d=1.40614e-10 t=47152
bu deng yu 	不等於	c=3 d=1.80927e-05 t=47152
bu dian 	不點	c=1 d=1.20424e-10 t=47152
bu diao 	不掉	c=0 d=1.98101e-14 t=47152
bu die 	不跌	c=1 d=7.81215e-08 t=47152
bu ding 	不定	c=0 d=1.36412e-07 t=47152
bu ding xiang 	不定向	c=1 d=1.37096e-06 t=47152
bu dong 	不懂	c=2 d=3.86938e-07 t=47152
bu dou shi 	不都是	c=1 d=0.0037164 t=47152
bu du li 	不獨立	c=1 d=0.00103848 t=47152
bu duan 	不斷	c=3 d=3.20756e-06 t=47152
bu dui 	不對	c=6 d=3.96971e-06 t=47152
bu duo 	不多	c=2 d=3.16798e-07 t=47152
bu e 	不餓	c=1 d=1.51514e-06 t=47152
bu e ne 	不餓呢	c=1 d=1.42983e-30 t=47152
bu er 	布爾	c=8 d=4.86029e-07 t=47152
bu er lei xing 	布爾類型	c=1 d=1.2111e-18 t=47152
bu er zhi 	布爾值	c=1 d=1.28198e-40 t=47152
bu fan 	不凡	c=0 d=2.50401e-35 t=47152
bu fang 	不放	c=1 d=1.44847e-06 t=47152
bu fang bian 	不方便	c=2 d=2.52318e-06 t=47152
bu fen 	部分	c=20 d=0.0815505 t=47152
bu fu 	不符	c=1 d=1.33225e-22 t=47152
bu gai 	不改	c=1 d=1.90301e-11 t=47152
bu gai 	不該	c=1 d=1.68892e-48 t=47152
bu gai bian 	不改變	c=1 d=1.9277e-45 t=47152
bu gan xing qu 	不感興趣	c=3 d=7.97756e-24 t=47152
bu gao 	不高	c=7 d=0.000441158 t=47152
bu gen 	不跟	c=0 d=7.05408e-14 t=47152
bu gen ni 	不跟你	c=1 d=7.08944e-13 t=47152
bu geng xin 	不更新	c=2 d=4.22429e-10 t=47152
bu gou 	不夠	c=6 d=0.83527 t=47152
bu gou hao 	不夠好	c=1 d=1.01367e-42 t=47152
bu gou yong 	不夠用	c=2 d=4.17075e-07 t=47152
bu gu ding 	不固定	c=1 d=1.09492e-08 t=47152
bu guan 	不管	c=1 d=3.58766e-31 t=47152
bu guan le 	不管了	c=1 d=3.50833e-31 t=47152
bu gui 	不貴	c=0 d=4.97093e-14 t=47152
bu guo 	不過	c=28 d=0.163261 t=47152
bu hao 	不好	c=13 d=0.542317 t=47152
bu hao shuo 	不好說	c=1 d=4.20094e-33 t=47152
bu hao yi si 	不好意思	c=2 d=2.19352e-06 t=47152
bu he ge 	不合格	c=3 d=0.0468877 t=47152
bu he shi 	不合適	c=1 d=7.83104e-07 t=47152
bu hui 	不回	c=1 d=0.128735 t=47152
bu hui 	不會	c=21 d=0.566465 t=47152
bu hui ba 	不會吧	c=1 d=2.69261e-06 t=47152
bu hui lai 	補回來	c=1 d=4.72769e-12 t=47152
bu hui qu 	不回去	c=1 d=7.86067e-22 t=47152
bu hui qu 	不會去	c=1 d=0.496585 t=47152
bu huo 	捕獲	c=1 d=1.04436e-40 t=47152
bu ji 	不急	c=0 d=3.24763e-06 t=47152
bu ji 	不給	c=0 d=1.10875e-39 t=47152
bu ji bu ji 	不急不急	c=1 d=3.26391e-05 t=47152
bu ji liu liang 	不給流量	c=2 d=2.23982e-38 t=47152
bu jia ban 	不加班	c=3 d=1.37524e-13 t=47152
bu jia ru 	不加入	c=1 d=1.10438e-21 t=47152
bu jia zai 	不加載	c=1 d=6.3486e-38 t=47152
bu jian 	不見	c=2 d=1.05708e-06 t=47152
bu jian dan 	不簡單	c=1 d=3.99062e-17 t=47152
bu jiao 	補繳	c=3 d=3.93292e-06 t=47152
bu jie 	不接	c=1 d=0.202909 t=47152
bu jie 	不解	c=1 d=0.201897 t=47152
bu jie qu 	不截取	c=1 d=3.93121e-17 t=47152
bu jiu 	不就	c=3 d=4.25982e-13 t=47152
bu jiu 	補救	c=1 d=2.24363e-07 t=47152
bu ju 	佈局	c=2 d=1.57698e-06 t=47152
bu jue de 	不覺得	c=0 d=5.79311e-50 t=47152
bu ka 	不卡	c=1 d=1.33866e-49 t=47152
bu ka 	補卡	c=2 d=0.615697 t=47152
bu kai 	不開	c=1 d=0.000134358 t=47152
bu ke 	不可	c=3 d=3.82364e-06 t=47152
bu ke bian 	不可變	c=3 d=5.84351e-39 t=47152
bu ke neng 	不可能	c=2 d=0.00680566 t=47152
bu ke yi 	不可以	c=2 d=2.69674e-24 t=47152
bu ke yong 	補可用	c=2 d=3.84655e-47 t=47152
bu lai 	不來	c=0 d=2.96853e-37 t=47152
bu le 	不了	c=2 d=3.70806e-06 t=47152
bu leng 	不冷	c=1 d=1.36009e-30 t=47152
bu li wo 	不理我	c=1 d=1.05396e-30 t=47152
bu lian xu 	不連續	c=1 d=3.2587e-45 t=47152
bu liang 	不良	c=1 d=1.43724e-32 t=47152
bu liao 	不了	c=6 d=0.0822481 t=47152
bu liao jie 	不瞭解	c=1 d=5.77539e-13 t=47152
bu ma 	補碼	c=1 d=1.11685e-06 t=47152
bu mai 	不買	c=3 d=0.032082 t=47152
bu mai fang 	不買房	c=0 d=5.95635e-24 t=47152
bu man yi 	不滿意	c=1 d=0.865022 t=47152
bu man zu 	不滿足	c=1 d=2.04628e-12 t=47152
bu mang 	不忙	c=2 d=0.00129068 t=47152
bu mei you 	不沒有	c=1 d=2.46128e-08 t=47152
bu men 	部門	c=26 d=0.000424807 t=47152
bu ming que 	不明確	c=1 d=4.76125e-06 t=47152
bu nan 	不難	c=1 d=0.000464291 t=47152
bu neng 	不能	c=56 d=1.98635 t=47152
bu neng chi 	不能吃	c=1 d=2.02e-07 t=47152
bu neng shi 	不能是	c=1 d=8.96444e-09 t=47152
bu neng wei 	不能爲	c=1 d=4.36495e-13 t=47152
bu neng yong 	不能用	c=6 d=0.839457 t=47152
bu nu li 	不努力	c=1 d=1.0487e-30 t=47152
bu pi pei 	不匹配	c=3 d=0.024234 t=47152
bu qing chu 	不清楚	c=1 d=4.06072e-17 t=47152
bu qiong 	不窮	c=1 d=3.49985e-32 t=47152
bu qu 	不去	c=13 d=1.6569 t=47152
bu qu fen 	不區分	c=1 d=9.16892e-39 t=47152
bu quan 	補全	c=15 d=0.440402 t=47152
bu quan 	部全	c=1 d=2.10243e-07 t=47152
bu que ding 	不確定	c=3 d=6.08722e-14 t=47152
bu ran 	不然	c=11 d=0.0294706 t=47152
bu ran ne 	不然呢	c=1 d=0.000199439 t=47152
bu rang 	不讓	c=1 d=3.69849e-05 t=47152
bu rang yong 	不讓用	c=2 d=0.000438653 t=47152
bu re 	不熱	c=0 d=7.99851e-51 t=47152
bu rong yi 	不容易	c=1 d=3.62453e-32 t=47152
bu sha 	不傻	c=0 d=0.0484325 t=47152
bu shan 	不刪	c=1 d=1.89352e-11 t=47152
bu shang 	不上	c=2 d=9.73091e-33 t=47152
bu shang ban 	不上班	c=1 d=8.5729e-13 t=47152
bu shao 	不少	c=1 d=0.585669 t=47152
bu shao ren 	不少人	c=1 d=2.11217e-32 t=47152
bu sheng cheng 	不生成	c=2 d=0.0746459 t=47152
bu shi 	不是	c=79 d=1.17053 t=47152
bu shi bie 	不識別	c=1 d=8.98276e-33 t=47152
bu shi he 	不適合	c=1 d=7.67467e-05 t=47152
bu shi ma 	不是嗎	c=1 d=1.38211e-13 t=47152
bu shi shuo 	不是說	c=1 d=7.75576e-11 t=47152
bu shi yong 	不適用	c=1 d=0.839457 t=47152
bu shi you 	不是有	c=3 d=9.49258e-06 t=47152
bu shi zhe ge yi si 	不是這個意思	c=1 d=1.01143e-16 t=47152
bu shu 	不熟	c=1 d=0.0305009 t=47152
bu shu 	部署	c=18 d=0.965615 t=47152
bu shu fu 	不舒服	c=1 d=6.007e-05 t=47152
bu shu lian 	不熟練	c=1 d=2.56173e-08 t=47152
bu shu yu 	不屬於	c=0 d=9.88334e-11 t=47152
bu shu yu wo 	不屬於我	c=1 d=9.93288e-10 t=47152
bu shua 	不刷	c=1 d=1.55726e-05 t=47152
bu shua xin 	部刷新	c=1 d=1.7089e-10 t=47152
bu shuo 	不說	c=2 d=1.46303e-06 t=47152
bu ta 	補它	c=1 d=0.174645 t=47152
bu tai 	不太	c=0 d=2.45492e-08 t=47152
bu tai dui 	不太對	c=1 d=2.46723e-07 t=47152
bu tie 	補貼	c=1 d=0.00543443 t=47152
bu tong 	不同	c=17 d=0.277767 t=47152
bu tong bu 	不同步	c=1 d=2.39431e-07 t=47152
bu tong yi 	不同意	c=3 d=8.64685e-24 t=47152
bu tu bu kuai 	不吐不快	c=1 d=1.51902e-36 t=47152
bu tui 	不退	c=1 d=0.000182274 t=47152
bu wei 	不爲	c=7 d=6.9089e-07 t=47152
bu wei 	部位	c=1 d=1.24071e-08 t=47152
bu wei kong 	不爲空	c=2 d=1.49979e-07 t=47152
bu wen ding 	不穩定	c=2 d=0.0237541 t=47152
bu xi 	補習	c=1 d=2.40911e-50 t=47152
bu xi huan 	不喜歡	c=3 d=1.01057e-06 t=47152
bu xia 	不下	c=1 d=1.14174e-30 t=47152
bu xia lai 	不下來	c=1 d=1.05708e-06 t=47152
bu xian 	不嫌	c=0 d=1.94277e-20 t=47152
bu xian gou 	不限購	c=1 d=4.01895e-12 t=47152
bu xian shi 	不顯示	c=6 d=5.94567e-06 t=47152
bu xian su 	不限速	c=1 d=1.11567e-23 t=47152
bu xian zhong 	不嫌重	c=1 d=1.95251e-19 t=47152
bu xiang 	不想	c=6 d=0.767206 t=47152
bu xiang kan 	不想看	c=1 d=0.0639279 t=47152
bu xiang lin 	不相鄰	c=1 d=1.35142e-43 t=47152
bu xiang zhe 	不想着	c=1 d=2.78132e-05 t=47152
bu xin 	不信	c=0 d=0.00742736 t=47152
bu xing 	不行	c=6 d=0.135601 t=47152
bu xing 	步行	c=1 d=1.06e-09 t=47152
bu xu yao 	不需要	c=32 d=0.509274 t=47152
bu xu zu 	不續租	c=1 d=0.00489275 t=47152
bu yao 	不要	c=10 d=0.00031751 t=47152
bu yao dai 	不腰帶	c=1 d=1.1654e-36 t=47152
bu yao dai 	不要帶	c=1 d=1.17124e-36 t=47152
bu yao de 	不要的	c=1 d=1.15959e-36 t=47152
bu yao you 	不要有	c=1 d=6.55685e-06 t=47152
bu ye 	不也	c=0 d=2.16117e-38 t=47152
bu ye yao qian 	不也要錢	c=1 d=2.172e-37 t=47152
bu yi 	不宜	c=1 d=1.6544e-11 t=47152
bu yi ding 	不一定	c=4 d=4.2756e-05 t=47152
bu yi lai 	不依賴	c=1 d=0.00275318 t=47152
bu yi yang 	不一樣	c=3 d=3.8427e-05 t=47152
bu yi zhi 	不一致	c=3 d=5.66058e-07 t=47152
bu ying xiang 	不影響	c=1 d=5.02516e-23 t=47152
bu yong 	不用	c=23 d=0.757138 t=47152
bu yong le 	不用了	c=2 d=2.90976e-24 t=47152
bu yong xie 	不用寫	c=1 d=2.1316e-22 t=47152
bu yong xin 	不用心	c=1 d=0.101774 t=47152
bu yuan 	不遠	c=2 d=4.04748e-07 t=47152
bu yuan wang 	不遠望	c=1 d=8.42176e-39 t=47152
bu yue 	不約	c=1 d=4.74977e-07 t=47152
bu yun xing 	不運行	c=1 d=5.30928e-23 t=47152
bu za 	不咋	c=1 d=3.23859e-31 t=47152
bu zai 	不再	c=4 d=9.69749e-08 t=47152
bu zai 	不在	c=2 d=0.385128 t=47152
bu zai hu 	不在乎	c=1 d=4.32299e-17 t=47152
bu zao 	不早	c=0 d=6.7469e-49 t=47152
bu zao shuo 	不早說	c=1 d=6.78074e-48 t=47152
bu zha shi 	不紮實	c=1 d=1.55377e-08 t=47152
bu zhang jia 	不漲價	c=1 d=1.63337e-37 t=47152
bu zheng que 	不正確	c=1 d=0.733447 t=47152
bu zhi 	不值	c=3 d=1.08551e-12 t=47152
bu zhi 	不知	c=0 d=1.24113e-13 t=47152
bu zhi chi 	不支持	c=1 d=1.26422e-23 t=47152
bu zhi chi 	步支持	c=2 d=5.9349e-10 t=47152
bu zhi dao 	不知道	c=63 d=1.05444 t=47152
bu zhi huo 	不知火	c=1 d=1.24735e-12 t=47152
bu zhi shi 	不只是	c=1 d=2.37008e-05 t=47152
bu zhi xing 	不執行	c=2 d=5.50513e-08 t=47152
bu zhou 	步驟	c=8 d=0.0158434 t=47152
bu zhu 	不住	c=1 d=2.03496e-35 t=47152
bu zhun 	不準	c=1 d=2.27715e-05 t=47152
bu zou 	步驟	c=3 d=3.96364e-06 t=47152
bu zu 	不足	c=1 d=6.21316e-49 t=47152
bu zuo 	不做	c=1 d=1.00758e-31 t=47152
ca 	擦	c=1 d=6.28349e-05 t=47152
ca chu 	擦出	c=1 d=2.09701e-06 t=47152
ca chu 	擦除	c=1 d=3.03633e-37 t=47152
ca diao 	擦掉	c=1 d=0.000253537 t=47152
cai 	才	c=34 d=0.88054 t=47152
cai 	猜	c=3 d=4.14629e-34 t=47152
cai 	菜	c=1 d=2.58703e-06 t=47152
cai 	蔡	c=2 d=1.34589e-35 t=47152
cai 	裁	c=1 d=1.2592e-35 t=47152
cai 	踩	c=0 d=3.86387e-50 t=47152
cai ben 	彩本	c=1 d=4.01677e-35 t=47152
cai bu 	纔不	c=0 d=4.60282e-50 t=47152
cai bu gu dan 	纔不孤單	c=1 d=4.6259e-49 t=47152
cai bu hui 	纔不會	c=1 d=1.79799e-49 t=47152
cai dan 	菜單	c=18 d=4.74649e-05 t=47152
cai dan shang 	菜單上	c=1 d=8.39885e-07 t=47152
cai duo 	纔多	c=1 d=0.00152616 t=47152
cai fan 	採番	c=14 d=0.00636875 t=47152
cai fu 	財富	c=1 d=3.13753e-11 t=47152
cai gang lai 	才剛來	c=1 d=0.00127476 t=47152
cai gao 	才高	c=1 d=0.0459593 t=47152
cai gou 	採購	c=112 d=0.776143 t=47152
cai gou dan jia 	採購單價	c=1 d=0.000276698 t=47152
cai gou duan 	採購段	c=2 d=0.00162053 t=47152
cai gou jia 	採購價	c=15 d=1.1151e-06 t=47152
cai gou ru ku 	採購入庫	c=1 d=1.69599e-09 t=47152
cai gou shu liang 	採購數量	c=1 d=8.38432e-16 t=47152
cai gou ti yun dan hao 	採購提運單號	c=1 d=5.74855e-17 t=47152
cai gou yun shu 	採購運輸	c=1 d=0.000413853 t=47152
cai gou zhuang xiang dan 	採購裝箱單	c=1 d=3.52111e-15 t=47152
cai hui 	纔會	c=1 d=4.95709e-39 t=47152
cai hui lai 	纔回來	c=1 d=1.30476e-12 t=47152
cai ji shi kuai qian 	才幾十塊錢	c=1 d=2.45485e-36 t=47152
cai jiao 	才叫	c=0 d=6.12939e-08 t=47152
cai jie hun 	才結婚	c=1 d=4.58703e-38 t=47152
cai kan dao 	纔看到	c=1 d=5.7158e-38 t=47152
cai kuang 	採礦	c=4 d=9.28201e-07 t=47152
cai li he 	踩離合	c=1 d=3.88324e-49 t=47152
cai liao 	材料	c=3 d=1.08944e-37 t=47152
cai meng 	蔡猛	c=1 d=4.63314e-38 t=47152
cai na 	採納	c=2 d=1.39532e-07 t=47152
cai neng 	才能	c=11 d=0.228856 t=47152
cai niao 	菜鳥	c=1 d=2.09945e-49 t=47152
cai qi lai 	纔起來	c=0 d=2.20715e-21 t=47152
cai qu 	纔去	c=1 d=4.67174e-18 t=47152
cai shi 	纔是	c=2 d=8.96569e-40 t=47152
cai shu 	菜蔬	c=1 d=4.41032e-17 t=47152
cai wu 	財務	c=6 d=5.17177e-07 t=47152
cai wu nian yue 	財務年月	c=1 d=4.75138e-11 t=47152
cai xing 	才行	c=3 d=0.0254765 t=47152
cai yao 	纔要	c=1 d=0.00022263 t=47152
cai yong 	採用	c=3 d=8.05763e-08 t=47152
cai you 	纔有	c=1 d=4.09805e-06 t=47152
cai you men 	踩油門	c=2 d=7.8063e-49 t=47152
cai zhi 	材質	c=1 d=1.57312e-36 t=47152
cai zhi dao 	才知道	c=1 d=3.87796e-33 t=47152
can 	參	c=1 d=2.70611e-06 t=47152
can bu 	慘不	c=1 d=5.89589e-50 t=47152
can cha 	殘差	c=1 d=1.37783e-06 t=47152
can jia 	參加	c=2 d=1.64497e-32 t=47152
can jian 	參見	c=1 d=5.83027e-36 t=47152
can kao 	參考	c=9 d=5.22223e-05 t=47152
can shu 	參數	c=102 d=1.13789 t=47152
can shu li 	參數裏	c=1 d=5.46353e-07 t=47152
can yu 	參與	c=2 d=1.87961e-10 t=47152
can zhao 	參照	c=1 d=2.02626e-14 t=47152
cang 	倉	c=6 d=6.76141e-09 t=47152
cang ku 	倉庫	c=37 d=1.50956 t=47152
cang lao 	蒼老	c=1 d=0.04573 t=47152
cao 	曹	c=1 d=3.52111e-15 t=47152
cao 	槽	c=2 d=7.13099e-15 t=47152
cao liu 	草榴	c=2 d=1.17554e-37 t=47152
cao peng 	曹鵬	c=1 d=3.15981e-06 t=47152
cao ping 	草坪	c=1 d=1.87787e-31 t=47152
cao zuo 	操作	c=87 d=0.47057 t=47152
cao zuo lei xing 	操作類型	c=2 d=0.802519 t=47152
cao zuo shu 	操作數	c=4 d=4.75716e-31 t=47152
cao zuo shu zhan 	操作數棧	c=1 d=1.35843e-45 t=47152
cao zuo xi tong 	操作系統	c=2 d=3.33846e-06 t=47152
ce 	側	c=1 d=2.80918e-34 t=47152
ce 	冊	c=1 d=1.50759e-06 t=47152
ce 	測	c=15 d=0.0103064 t=47152
ce chu 	測出	c=1 d=2.64109e-14 t=47152
ce guo 	測過	c=1 d=1.0743e-49 t=47152
ce le 	策勒	c=1 d=6.97298e-24 t=47152
ce lve 	策略	c=3 d=8.923e-36 t=47152
ce ping 	測評	c=2 d=1.35792e-33 t=47152
ce shi 	測試	c=71 d=2.22735 t=47152
ce shi fu wu qi 	測試服務器	c=2 d=2.15886e-15 t=47152
ce shi gong cheng shi 	測試工程師	c=1 d=1.10743e-24 t=47152
ce shi huan jing 	測試環境	c=2 d=2.66481e-23 t=47152
ce shi ji 	測試機	c=1 d=0.311923 t=47152
ce shi ji lu 	測試記錄	c=1 d=6.5669e-24 t=47152
ce shi le 	測試了	c=1 d=7.00793e-24 t=47152
ce shi shu ju 	測試數據	c=2 d=0.335598 t=47152
ce shi yong 	測試用	c=1 d=4.72608e-07 t=47152
ce su 	測速	c=3 d=1 t=47152
ce suo 	廁所	c=1 d=2.84679e-14 t=47152
ce wan le 	測完了	c=1 d=0.000136389 t=47152
ce yi xia 	冊一下	c=1 d=2.09701e-06 t=47152
ceng 	層	c=39 d=2.75518 t=47152
ceng 	曾	c=1 d=8.96902e-15 t=47152
ceng chu 	層出	c=1 d=3.48241e-32 t=47152
ceng ji 	層級	c=9 d=0.00105227 t=47152
ceng shu 	層數	c=5 d=0.677675 t=47152
cha 	差	c=8 d=0.0225945 t=47152
cha 	查	c=8 d=0.000121831 t=47152
cha 	茬	c=0 d=0.000810722 t=47152
cha 	茶	c=1 d=7.12013e-05 t=47152
cha bu dao 	查不到	c=2 d=1.20383e-06 t=47152
cha bu duo 	差不多	c=15 d=0.119433 t=47152
cha cha 	查查	c=3 d=4.26678e-06 t=47152
cha chong 	查重	c=1 d=3.76667e-14 t=47152
cha chu 	查出	c=2 d=1.00587e-10 t=47152
cha chu lai 	查出來	c=2 d=2.12748e-21 t=47152
cha dao 	查到	c=4 d=0.932394 t=47152
cha duo shao 	差多少	c=1 d=1.79127e-05 t=47152
cha jian 	插件	c=53 d=1.56669 t=47152
cha jiu cai 	茬韭菜	c=1 d=0.00814786 t=47152
cha ju 	差距	c=3 d=1.83695e-05 t=47152
cha ju bu da 	差距不大	c=1 d=3.33903e-08 t=47152
cha kan 	查看	c=122 d=1.63148 t=47152
cha kou 	插口	c=1 d=1.67097e-40 t=47152
cha le 	查了	c=1 d=2.4305e-07 t=47152
cha le xia 	查了下	c=1 d=1.2625e-07 t=47152
cha ru 	插入	c=47 d=1.34738 t=47152
cha ru biao 	插入表	c=2 d=6.02661e-06 t=47152
cha ru dao 	插入到	c=1 d=1.83338e-43 t=47152
cha ru pai xu 	插入排序	c=2 d=2.55417e-43 t=47152
cha shou 	查收	c=1 d=6.42702e-06 t=47152
cha tou 	插頭	c=1 d=5.9021e-33 t=47152
cha xin 	查新	c=5 d=0.00362464 t=47152
cha xun 	查詢	c=141 d=0.0633246 t=47152
cha xun chu 	查詢出	c=1 d=3.30975e-22 t=47152
cha xun qian 	查詢前	c=1 d=2.28616e-22 t=47152
cha yi 	差異	c=1 d=1.21548e-31 t=47152
cha yi cha 	查一查	c=1 d=1.75186e-08 t=47152
cha yi xia 	查一下	c=1 d=2.88088e-07 t=47152
cha zai 	插在	c=1 d=5.58625e-33 t=47152
cha zhao 	查找	c=6 d=9.47282e-07 t=47152
cha zhi 	插值	c=1 d=7.38002e-15 t=47152
chai 	拆	c=5 d=0.621885 t=47152
chai diao 	拆掉	c=1 d=1 t=47063
chai er dai 	拆二代	c=1 d=4.84639e-38 t=47152
chai fen 	拆分	c=2 d=4.05008e-10 t=47152
chai kai 	拆開	c=1 d=1.25942e-37 t=47152
chai shi 	差事	c=0 d=5.98009e-12 t=47152
chai xian 	拆線	c=1 d=9.75971e-09 t=47152
chan 	禪	c=2 d=7.3972e-38 t=47152
chan dou 	顫抖	c=1 d=4.37163e-31 t=47152
chan guo 	鏟過	c=1 d=3.9096e-11 t=47152
chan he 	摻合	c=1 d=1.58128e-38 t=47152
chan pin 	產品	c=6 d=6.00927e-06 t=47152
chan pin hao 	產品號	c=1 d=6.02357e-08 t=47152
chan sheng 	產生	c=6 d=1.01563e-06 t=47152
chan yi 	禪意	c=1 d=1.69507e-32 t=47152
chan yu 	產於	c=0 d=2.78218e-39 t=47152
chan yu mo tuo che 	產於摩托車	c=1 d=2.79612e-38 t=47152
chang 	唱	c=0 d=3.5174e-33 t=47152
chang 	場	c=1 d=0.000113922 t=47152
chang 	常	c=1 d=1.74758e-38 t=47152
chang 	長	c=5 d=0.00115923 t=47152
chang cheng 	長城	c=2 d=6.05293e-36 t=47152
chang du 	長度	c=16 d=0.257947 t=47152
chang feng 	長風	c=1 d=0.193013 t=47152
chang he 	場合	c=1 d=5.96262e-06 t=47152
chang jian 	常見	c=1 d=2.53573e-35 t=47152
chang jing 	場景	c=1 d=0.00101791 t=47152
chang liang 	常量	c=9 d=0.625002 t=47152
chang liang chi 	常量池	c=4 d=1.31516e-38 t=47152
chang liang lei 	常量類	c=1 d=1.8287e-13 t=47152
chang ning 	長寧	c=1 d=1.47945e-49 t=47152
chang yang 	長陽	c=4 d=4.61667e-11 t=47152
chang yang lu 	長陽路	c=3 d=0.00798652 t=47152
chang yong 	常用	c=9 d=0.239309 t=47152
chang zheng 	長征	c=2 d=2.54308e-18 t=47152
chao 	超	c=1 d=0.00224287 t=47152
chao da 	超大	c=1 d=2.73563e-16 t=47152
chao gu 	炒股	c=1 d=1.03418e-13 t=47152
chao guo 	超過	c=2 d=1.85988e-06 t=47152
chao ji 	超級	c=6 d=2.29449e-06 t=47152
chao liu 	潮流	c=1 d=3.58847e-32 t=47152
chao shi 	超市	c=2 d=1.12012e-11 t=47152
chao shi 	超時	c=1 d=0.00052611 t=47152
chao yang 	朝陽	c=0 d=1.08439e-13 t=47152
che 	扯	c=1 d=4.0258e-32 t=47152
che 	車	c=5 d=0.0230097 t=47152
che chu lai 	撤出來	c=1 d=1.32516e-18 t=47152
che dan 	扯淡	c=1 d=2.23244e-07 t=47152
che guan suo 	車管所	c=1 d=1.16825e-06 t=47152
che kai 	扯開	c=1 d=3.75503e-07 t=47152
che ku 	車庫	c=1 d=2.97579e-06 t=47152
che pai 	車牌	c=1 d=2.65297e-08 t=47152
che wei 	車位	c=1 d=1.15423e-11 t=47152
che xiao 	撤銷	c=3 d=2.09727e-05 t=47152
che yao shi 	車鑰匙	c=1 d=2.70611e-06 t=47152
chen 	沉	c=1 d=3.699e-36 t=47152
chen 	陳	c=4 d=0.0774916 t=47152
chen jia 	陳家	c=0 d=1.92148e-08 t=47152
chen jia xing 	陳家興	c=1 d=1.93111e-07 t=47152
chen tian qi 	陳天奇	c=1 d=0.778801 t=47152
cheng 	乘	c=2 d=1.33715e-06 t=47152
cheng 	城	c=2 d=2.07253e-07 t=47152
cheng 	成	c=34 d=0.159614 t=47152
cheng 	撐	c=1 d=2.45576e-11 t=47152
cheng 	程	c=1 d=5.16307e-18 t=47152
cheng 	稱	c=2 d=9.88167e-08 t=47152
cheng ben 	成本	c=61 d=1.4895 t=47152
cheng ben jia 	成本價	c=1 d=8.63964e-16 t=47152
cheng dan 	成單	c=15 d=0.435225 t=47152
cheng dan 	承擔	c=1 d=2.17695e-05 t=47152
cheng dan liang 	成單量	c=1 d=9.09683e-05 t=47152
cheng dan lv 	成單率	c=14 d=0.969523 t=47152
cheng du 	成都	c=6 d=9.07924e-08 t=47152
cheng du 	程度	c=1 d=1.03883e-07 t=47152
cheng fa 	乘法	c=1 d=0.362402 t=47152
cheng ge 	乘個	c=1 d=4.21482e-13 t=47152
cheng gong 	成功	c=56 d=1.52214 t=47152
cheng gong hou 	成功後	c=1 d=1.90696e-06 t=47152
cheng gong lv 	成功率	c=1 d=0.00110822 t=47152
cheng hu 	稱呼	c=1 d=2.12356e-07 t=47152
cheng ji 	成績	c=6 d=7.39283e-06 t=47152
cheng jie 	程屆	c=1 d=2.31747e-35 t=47152
cheng li 	成立	c=1 d=5.5461e-07 t=47152
cheng nan 	城南	c=1 d=4.96907e-38 t=47152
cheng ren 	成人	c=6 d=1.78361e-12 t=47152
cheng ren 	承認	c=3 d=0.0122033 t=47152
cheng se 	成色	c=2 d=5.41193e-14 t=47152
cheng se hao de 	成色好的	c=1 d=5.43906e-13 t=47152
cheng shi 	城市	c=10 d=0.72093 t=47152
cheng shu 	成熟	c=1 d=5.88185e-22 t=47152
cheng wei 	成爲	c=8 d=2.43918e-06 t=47152
cheng xian 	呈現	c=2 d=1.18888e-09 t=47152
cheng xu 	程序	c=35 d=0.865022 t=47152
cheng xu yuan 	程序員	c=16 d=0.209673 t=47152
cheng xu yuan 	程序猿	c=1 d=1.10593e-08 t=47152
cheng yuan 	成員	c=1 d=5.71483e-36 t=47152
cheng zan 	稱讚	c=1 d=3.75503e-07 t=47152
cheng zhang 	成長	c=2 d=7.13482e-48 t=47152
cheng zuo 	稱作	c=2 d=2.18824e-07 t=47152
chi 	吃	c=18 d=0.584749 t=47152
chi 	池	c=3 d=2.40836e-17 t=47152
chi dao 	遲到	c=3 d=1.22564 t=47152
chi de 	吃得	c=5 d=4.23671e-15 t=47152
chi de 	吃的	c=1 d=9.26896e-49 t=47152
chi dong xi 	吃東西	c=1 d=0.00224287 t=47152
chi duo 	吃多	c=1 d=2.84137e-21 t=47152
chi fan 	吃飯	c=7 d=1.02789 t=47152
chi fan fan 	吃飯飯	c=1 d=1.33543e-50 t=47152
chi ge fan 	吃個飯	c=1 d=0.286505 t=47152
chi guo 	吃過	c=0 d=1.14805e-37 t=47152
chi guo le 	吃過了	c=1 d=1.1538e-36 t=47152
chi hao 	吃好	c=0 d=4.18211e-40 t=47152
chi hao le 	吃好了	c=1 d=4.20309e-39 t=47152
chi hui 	吃灰	c=1 d=9.95827e-40 t=47152
chi jiu hua 	持久化	c=1 d=0.0051953 t=47152
chi le 	吃了	c=7 d=0.000252273 t=47152
chi le ma 	吃了嗎	c=1 d=8.1086e-05 t=47152
chi li 	吃力	c=1 d=2.77736e-47 t=47152
chi ma 	吃嗎	c=1 d=1 t=46974
chi shen me 	吃什麼	c=7 d=0.00436124 t=47152
chi wan 	吃完	c=2 d=0.67368 t=47152
chi xiao long xia 	吃小龍蝦	c=1 d=3.32521e-18 t=47152
chi xu 	持續	c=1 d=0.000812821 t=47152
